id,DCCP,y_pred,prob_true,prob_false,difference,lime
2506893,1,0,0.449,0.551,0.102,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2517260,0,0,0.449,0.551,0.102,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
4686147,0,1,0.551,0.449,0.102,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2508212,0,0,0.449,0.551,0.102,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
44517,0,1,0.552,0.448,0.104,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
933525,0,1,0.552,0.448,0.104,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2510794,0,0,0.448,0.552,0.104,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2513178,0,1,0.552,0.448,0.104,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
74238,0,0,0.447,0.553,0.106,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
1183922,0,1,0.553,0.447,0.106,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2514510,0,0,0.447,0.553,0.106,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
108551,0,1,0.553,0.447,0.106,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
14470,0,0,0.447,0.553,0.106,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
937218,0,1,0.553,0.447,0.106,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
1011868,1,1,0.554,0.446,0.108,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2512062,0,0,0.446,0.554,0.108,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2198134,0,0,0.446,0.554,0.108,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2394654,1,0,0.445,0.555,0.11,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2508370,1,1,0.555,0.445,0.11,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
454367,0,0,0.445,0.555,0.11,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
428053,0,1,0.556,0.444,0.112,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2239921,1,0,0.444,0.556,0.112,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
6386525,1,0,0.444,0.556,0.112,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
411421,1,0,0.443,0.557,0.114,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2195618,1,1,0.558,0.442,0.116,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
1325831,0,0,0.442,0.558,0.116,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
10446,0,1,0.559,0.441,0.118,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
111975,0,0,0.441,0.559,0.118,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
475343,0,0,0.441,0.559,0.118,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
684458,0,0,0.44,0.56,0.12,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
171704,0,0,0.44,0.56,0.12,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
548282,0,1,0.56,0.44,0.12,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2513227,0,0,0.44,0.56,0.12,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
30459134,1,1,0.56,0.44,0.12,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2515020,1,1,0.56,0.44,0.12,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
1006368,1,0,0.439,0.561,0.122,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
747567,0,0,0.439,0.561,0.122,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
662649,1,0,0.439,0.561,0.122,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2150608,0,0,0.439,0.561,0.122,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2230834,0,0,0.439,0.561,0.122,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
805328,0,1,0.562,0.438,0.124,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2348008,1,1,0.562,0.438,0.124,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2509065,0,0,0.438,0.562,0.124,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
3709288,0,1,0.562,0.438,0.124,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2513432,1,0,0.438,0.562,0.124,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
1914831,1,1,0.563,0.437,0.126,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
416114,0,1,0.563,0.437,0.126,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2511535,0,0,0.437,0.563,0.126,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2512771,0,1,0.563,0.437,0.126,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
35101754,1,1,0.563,0.437,0.126,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
204192,0,0,0.437,0.563,0.126,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
4267474,0,1,0.563,0.437,0.126,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
338860,0,0,0.436,0.564,0.128,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
360739,1,1,0.564,0.436,0.128,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2509659,0,0,0.436,0.564,0.128,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2507404,1,1,0.564,0.436,0.128,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2518209,0,0,0.436,0.564,0.128,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2535705,0,1,0.564,0.436,0.128,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2511442,1,1,0.564,0.436,0.128,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2513785,1,0,0.435,0.565,0.13,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
54527,0,1,0.565,0.435,0.13,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
112221,1,0,0.435,0.565,0.13,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
10594552,0,1,0.565,0.435,0.13,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
561489,1,1,0.566,0.434,0.132,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
1010174,1,0,0.434,0.566,0.132,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2514381,0,0,0.434,0.566,0.132,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2517807,0,1,0.566,0.434,0.132,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2557967,0,1,0.566,0.434,0.132,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
412416,1,1,0.566,0.434,0.132,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2145838,0,1,0.566,0.434,0.132,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
1141521,1,1,0.567,0.433,0.134,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2514366,1,0,0.433,0.567,0.134,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2518475,0,0,0.433,0.567,0.134,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2220554,1,0,0.432,0.568,0.136,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2518829,0,0,0.432,0.568,0.136,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2524762,0,0,0.432,0.568,0.136,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2508283,0,1,0.569,0.431,0.138,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2514451,1,0,0.431,0.569,0.138,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
10769129,1,0,0.431,0.569,0.138,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2508388,0,1,0.569,0.431,0.138,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
297223,0,1,0.569,0.431,0.138,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
251751,1,0,0.43,0.57,0.14,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
632525,1,0,0.43,0.57,0.14,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2511598,1,1,0.57,0.43,0.14,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2512615,1,0,0.43,0.57,0.14,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2528956,0,1,0.57,0.43,0.14,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
412395,1,1,0.571,0.429,0.142,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2510912,1,0,0.429,0.571,0.142,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2507736,1,1,0.571,0.429,0.142,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
21639,1,0,0.429,0.571,0.142,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
1495906,1,1,0.572,0.428,0.144,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
1595598,1,0,0.428,0.572,0.144,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2506526,0,1,0.572,0.428,0.144,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2513816,0,0,0.428,0.572,0.144,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2509156,0,0,0.428,0.572,0.144,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
1181530,0,1,0.572,0.428,0.144,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2534475,0,1,0.572,0.428,0.144,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2512302,0,0,0.427,0.573,0.146,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
154594,0,0,0.427,0.573,0.146,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
418034,0,1,0.573,0.427,0.146,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
690347,1,1,0.573,0.427,0.146,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
621875,0,1,0.574,0.426,0.148,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
1108941,1,0,0.426,0.574,0.148,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
335278,0,1,0.575,0.425,0.15,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2507264,1,1,0.575,0.425,0.15,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2513430,0,1,0.575,0.425,0.15,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
63301,0,1,0.575,0.425,0.15,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2511613,1,1,0.576,0.424,0.152,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2514188,1,1,0.576,0.424,0.152,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
35046920,1,0,0.424,0.576,0.152,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2202651,0,0,0.424,0.576,0.152,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
201269,1,1,0.576,0.424,0.152,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
199651,0,0,0.423,0.577,0.154,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2521284,0,0,0.423,0.577,0.154,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
137570,0,1,0.577,0.423,0.154,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
261226,0,0,0.422,0.578,0.156,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2519860,0,1,0.578,0.422,0.156,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
147371,0,0,0.422,0.578,0.156,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2512168,0,0,0.422,0.578,0.156,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
4920812,0,1,0.579,0.421,0.158,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2514607,1,0,0.421,0.579,0.158,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2507776,0,0,0.42,0.58,0.16,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
9599031,1,1,0.58,0.42,0.16,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
140603,0,0,0.419,0.581,0.162,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2228950,0,1,0.581,0.419,0.162,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
614662,1,0,0.419,0.581,0.162,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
41235,1,0,0.419,0.581,0.162,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2549380,0,0,0.419,0.581,0.162,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
1495762,0,0,0.418,0.582,0.164,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2509825,0,0,0.418,0.582,0.164,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
1087530,1,1,0.582,0.418,0.164,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
795040,1,0,0.418,0.582,0.164,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2208801,1,0,0.418,0.582,0.164,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2519076,0,0,0.417,0.583,0.166,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
97540,1,1,0.583,0.417,0.166,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
611725,0,1,0.583,0.417,0.166,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2229350,1,1,0.584,0.416,0.168,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
10872764,0,0,0.416,0.584,0.168,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
358963,0,1,0.584,0.416,0.168,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2510320,1,1,0.585,0.415,0.17,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2513081,0,0,0.415,0.585,0.17,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2514693,0,1,0.585,0.415,0.17,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
487511,0,0,0.414,0.586,0.172,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
589347,0,0,0.414,0.586,0.172,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2510772,0,1,0.586,0.414,0.172,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2197898,1,1,0.587,0.413,0.174,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
7895,1,0,0.413,0.587,0.174,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
48672,0,0,0.413,0.587,0.174,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2514129,0,0,0.412,0.588,0.176,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2513033,1,1,0.588,0.412,0.176,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
1069769,1,1,0.588,0.412,0.176,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2228312,0,0,0.411,0.589,0.178,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
10901799,1,0,0.411,0.589,0.178,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
5683495,1,0,0.411,0.589,0.178,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2513389,1,1,0.59,0.41,0.18,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2509312,1,1,0.59,0.41,0.18,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
252469,0,1,0.59,0.41,0.18,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
427659,0,0,0.409,0.591,0.182,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2510346,0,0,0.409,0.591,0.182,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
10789193,1,1,0.591,0.409,0.182,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
1225104,0,0,0.408,0.592,0.184,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
37894,1,0,0.408,0.592,0.184,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
1098096,0,0,0.408,0.592,0.184,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
897291,0,0,0.408,0.592,0.184,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
604386,1,0,0.407,0.593,0.186,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2510037,0,0,0.407,0.593,0.186,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
6884165,1,1,0.593,0.407,0.186,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2513000,0,1,0.593,0.407,0.186,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
21459439,0,0,0.407,0.593,0.186,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
312761,0,1,0.593,0.407,0.186,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
1880522,1,0,0.407,0.593,0.186,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2513436,0,0,0.406,0.594,0.188,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
1554421,1,0,0.405,0.595,0.19,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
